bucket,recommendation,evidence,artist_a,artist_b,source
containment,KEEP (real collab),weight=4,Gerd Janson,"Tuff City Kids, Gerd Janson & Lauer",beatport
containment,KEEP (real collab),weight=4,Faradjallah,Attarazat Addahabia & Faradjallah,beatport
containment,KEEP (real collab),weight=4,Attarazat Addahabia,Attarazat Addahabia & Faradjallah,beatport
containment,REVIEW,weight=3,Rollo,Rollo Armstrong,spotify
containment,REVIEW,weight=3,Pharrell Williams,Uffie feat. Pharrell Williams,beatport
containment,KEEP (real collab),weight=3,Lindstrøm & Christabelle,Lindstrøm,spotify
containment,KEEP (real collab),weight=3,Lindstrøm & Christabelle,Christabelle,spotify
containment,REVIEW,weight=3,Cunnie Williams feat. Monie Love,Monie Love,spotify
containment,REVIEW,weight=3,Cunnie Williams feat. Monie Love,Cunnie Williams,spotify
containment,KEEP (real collab),weight=3,Baron Retif,Baron Retif & Concepcion Perez,spotify
containment,KEEP (real collab),weight=2,atish,"atish, Bengal (SF)",beatport
containment,KEEP (real collab),weight=2,YokoO,YokoO & Retza,beatport
containment,REVIEW,weight=2,What,James What,beatport
containment,REVIEW,weight=2,Voigt,Alexander Voigt,spotify
containment,KEEP (real collab),weight=2,Tanzmann & Voigt,Voigt,spotify
containment,KEEP (real collab),weight=2,Tanzmann & Voigt,Tanzmann,spotify
containment,KEEP (real collab),weight=2,Tam Cooper,Will Saul & Tam Cooper,spotify
containment,REVIEW,weight=2,Stella,Σtella,spotify
containment,REVIEW,weight=2,Shire T,Shire Tea,spotify
containment,KEEP (real collab),weight=2,Scoper & Bubba,Scoper,spotify
containment,KEEP (real collab),weight=2,Scoper & Bubba,Bubba,spotify
containment,KEEP (real collab),weight=2,Retza,YokoO & Retza,beatport
containment,REVIEW,weight=2,Pascal + Mister Day,Pascal,spotify
containment,REVIEW,weight=2,Pascal + Mister Day,Mister Day,spotify
containment,KEEP (real collab),weight=2,Owain K,Jamie Anderson & Owain K,spotify
containment,KEEP (real collab),weight=2,Oceanvs Orientalis,Oceanvs Orientalis & Ilhan Ersahin,beatport
containment,REVIEW,weight=2,Nour Eddine,Nour Eddine Fatty,spotify
containment,KEEP (real collab),weight=2,Nils Hoffmann,Nils Hoffmann & Ben Böhmer,beatport
containment,KEEP (real collab),weight=2,Nick Cave,Nick Cave & The Bad Seeds,spotify
containment,KEEP (real collab),weight=2,Miss Kittin,"Miss Kittin, Michel Amato",beatport
containment,REVIEW,weight=2,Mira,Mira (Berlin),spotify
containment,KEEP (real collab),weight=2,Michel Amato,"Miss Kittin, Michel Amato",beatport
containment,REVIEW,weight=2,Melante Amsterdam,Bob van Asperen/Melante Amsterdam,spotify
containment,KEEP (real collab),weight=2,Mario Più' presents DJ Arabesque,Mario Più,spotify
containment,KEEP (real collab),weight=2,Mario Più' presents DJ Arabesque,D.J. Arabesque,spotify
containment,KEEP (real collab),weight=2,Luca C & Brigante,Brigante,spotify
containment,KEEP (real collab),weight=2,Luca C,Luca C & Brigante,spotify
containment,KEEP (real collab),weight=2,Jamie Anderson,Jamie Anderson & Owain K,spotify
containment,REVIEW,weight=2,Jacques Loussier,Jacques Loussier Trio,spotify
containment,KEEP (real collab),weight=2,Ilhan Ersahin,Oceanvs Orientalis & Ilhan Ersahin,beatport
containment,REVIEW,weight=2,Flash Atkins feat. Danielle Moore,Flash Atkins,spotify
containment,REVIEW,weight=2,Ferry Ultra feat. Roy Ayers,Roy Ayers,spotify
containment,REVIEW,weight=2,Ferry Ultra feat. Roy Ayers,Ferry Ultra,spotify
containment,REVIEW,weight=2,Daniel Stefanik,Stefanik,spotify
containment,KEEP (real collab),weight=2,Concepcion Perez,Baron Retif & Concepcion Perez,spotify
containment,KEEP (real collab),weight=2,Chopstick,Chopstick & Johnjon,spotify
containment,KEEP (real collab),weight=2,Brigitte Fontaine & Jacques Higelin,Jacques Higelin,spotify
containment,KEEP (real collab),weight=2,Brigitte Fontaine,Brigitte Fontaine & Jacques Higelin,spotify
containment,REVIEW,weight=2,Bob van Asperen/Melante Amsterdam,Bob van Asperen,spotify
containment,KEEP (real collab),weight=2,Bengal (SF),"atish, Bengal (SF)",beatport
containment,KEEP (real collab),weight=2,Ben Böhmer,Nils Hoffmann & Ben Böhmer,beatport
containment,KEEP (real collab),weight=2,Baron Rétif,Baron Retif & Concepcion Perez,spotify
containment,KEEP (real collab),weight=2,Agathe,Agathe & Regrets,spotify
